origin,destination,origin_city,dest_city,path,path_length,stops,total_distance,direct_distance,efficiency,airlines,segments
IPN,AEP,Usiminas Airport,Jorge Newbery Airpark,IPN → GRU → AEP,3,1,2297.64,2296.84,1.0,"G3, AD","[{'from': 'IPN', 'to': 'GRU', 'airline': 'AD', 'distance': 603.64}, {'from': 'GRU', 'to': 'AEP', 'airline': 'G3', 'distance': 1694.0}]"
CGH,NAT,Congonhas Airport,Governador Alu�zio Alves International Airport,CGH → CNF → NAT,3,1,2323.91,2323.87,1.0,"G3, AD","[{'from': 'CGH', 'to': 'CNF', 'airline': 'G3', 'distance': 524.35}, {'from': 'CNF', 'to': 'NAT', 'airline': 'AD', 'distance': 1799.56}]"
IPN,EZE,Usiminas Airport,Ministro Pistarini International Airport,IPN → GRU → EZE,3,1,2325.84,2324.81,1.0,"G3, AD","[{'from': 'IPN', 'to': 'GRU', 'airline': 'AD', 'distance': 603.64}, {'from': 'GRU', 'to': 'EZE', 'airline': 'G3', 'distance': 1722.2}]"
EZE,IPN,Ministro Pistarini International Airport,Usiminas Airport,EZE → GRU → IPN,3,1,2325.84,2324.81,1.0,"G3, AD","[{'from': 'EZE', 'to': 'GRU', 'airline': 'G3', 'distance': 1722.2}, {'from': 'GRU', 'to': 'IPN', 'airline': 'AD', 'distance': 603.64}]"
VCP,PVH,Viracopos International Airport,Governador Jorge Teixeira de Oliveira Airport,VCP → CGB → PVH,3,1,2392.13,2392.06,1.0,"G3, AD","[{'from': 'VCP', 'to': 'CGB', 'airline': 'AD', 'distance': 1247.06}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}]"
PVH,VCP,Governador Jorge Teixeira de Oliveira Airport,Viracopos International Airport,PVH → CGB → VCP,3,1,2392.13,2392.06,1.0,"G3, AD","[{'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'VCP', 'airline': 'AD', 'distance': 1247.06}]"
BEL,TBT,Val de Cans/J�lio Cezar Ribeiro International Airport,Tabatinga Airport,BEL → MAO → TBT,3,1,2404.42,2404.38,1.0,"G3, AD","[{'from': 'BEL', 'to': 'MAO', 'airline': 'G3', 'distance': 1299.07}, {'from': 'MAO', 'to': 'TBT', 'airline': 'AD', 'distance': 1105.35}]"
TBT,BEL,Tabatinga Airport,Val de Cans/J�lio Cezar Ribeiro International Airport,TBT → MAO → BEL,3,1,2404.42,2404.38,1.0,"G3, AD","[{'from': 'TBT', 'to': 'MAO', 'airline': 'AD', 'distance': 1105.35}, {'from': 'MAO', 'to': 'BEL', 'airline': 'G3', 'distance': 1299.07}]"
FEN,GIG,Fernando de Noronha Airport,Rio Gale�o � Tom Jobim International Airport,FEN → REC → GIG,3,1,2408.77,2408.3,1.0,"G3, AD","[{'from': 'FEN', 'to': 'REC', 'airline': 'G3', 'distance': 549.56}, {'from': 'REC', 'to': 'GIG', 'airline': 'AD', 'distance': 1859.21}]"
CWB,REC,Afonso Pena Airport,Guararapes - Gilberto Freyre International Airport,CWB → CNF → REC,3,1,2453.92,2453.91,1.0,"G3, AD","[{'from': 'CWB', 'to': 'CNF', 'airline': 'AD', 'distance': 846.2}, {'from': 'CNF', 'to': 'REC', 'airline': 'G3', 'distance': 1607.72}]"
REC,CWB,Guararapes - Gilberto Freyre International Airport,Afonso Pena Airport,REC → CNF → CWB,3,1,2453.92,2453.91,1.0,"G3, AD","[{'from': 'REC', 'to': 'CNF', 'airline': 'G3', 'distance': 1607.72}, {'from': 'CNF', 'to': 'CWB', 'airline': 'AD', 'distance': 846.2}]"
BEL,SDU,Val de Cans/J�lio Cezar Ribeiro International Airport,Santos Dumont Airport,BEL → CNF → SDU,3,1,2462.03,2461.94,1.0,"G3, AD","[{'from': 'BEL', 'to': 'CNF', 'airline': 'AD', 'distance': 2087.15}, {'from': 'CNF', 'to': 'SDU', 'airline': 'G3', 'distance': 374.88}]"
SDU,BEL,Santos Dumont Airport,Val de Cans/J�lio Cezar Ribeiro International Airport,SDU → CNF → BEL,3,1,2462.03,2461.94,1.0,"G3, AD","[{'from': 'SDU', 'to': 'CNF', 'airline': 'G3', 'distance': 374.88}, {'from': 'CNF', 'to': 'BEL', 'airline': 'AD', 'distance': 2087.15}]"
JDO,FLN,Orlando Bezerra de Menezes Airport,Herc�lio Luz International Airport,JDO → GRU → FLN,3,1,2475.41,2475.37,1.0,"G3, AD","[{'from': 'JDO', 'to': 'GRU', 'airline': 'G3', 'distance': 1960.42}, {'from': 'GRU', 'to': 'FLN', 'airline': 'AD', 'distance': 514.99}]"
CWB,JPA,Afonso Pena Airport,Presidente Castro Pinto International Airport,CWB → VCP → JPA,3,1,2541.3,2541.05,1.0,"G3, AD","[{'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'JPA', 'airline': 'AD', 'distance': 2192.89}]"
JPA,CWB,Presidente Castro Pinto International Airport,Afonso Pena Airport,JPA → VCP → CWB,3,1,2541.3,2541.05,1.0,"G3, AD","[{'from': 'JPA', 'to': 'VCP', 'airline': 'AD', 'distance': 2192.89}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}]"
VDC,PDP,Vit�ria da Conquista Airport,Capitan Corbeta CA Curbelo International Airport,VDC → GRU → POA → PDP,4,2,2639.7,2639.51,1.0,"G3, AD","[{'from': 'VDC', 'to': 'GRU', 'airline': 'G3', 'distance': 1120.28}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'PDP', 'airline': 'AD', 'distance': 653.84}]"
CWB,NAT,Afonso Pena Airport,Governador Alu�zio Alves International Airport,CWB → VCP → NAT,3,1,2642.68,2642.64,1.0,"G3, AD","[{'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'NAT', 'airline': 'AD', 'distance': 2294.27}]"
NAT,CWB,Governador Alu�zio Alves International Airport,Afonso Pena Airport,NAT → VCP → CWB,3,1,2642.68,2642.64,1.0,"G3, AD","[{'from': 'NAT', 'to': 'VCP', 'airline': 'AD', 'distance': 2294.27}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}]"
BPS,MVD,Porto Seguro Airport,Carrasco International /General C L Berisso Airport,BPS → POA → MVD,3,1,2651.53,2650.84,1.0,"G3, AD","[{'from': 'BPS', 'to': 'POA', 'airline': 'G3', 'distance': 1945.93}, {'from': 'POA', 'to': 'MVD', 'airline': 'AD', 'distance': 705.6}]"
COR,VIX,Ingeniero Ambrosio Taravella Airport,Eurico de Aguiar Salles Airport,COR → GRU → VIX,3,1,2684.55,2683.94,1.0,"G3, AD","[{'from': 'COR', 'to': 'GRU', 'airline': 'G3', 'distance': 1954.94}, {'from': 'GRU', 'to': 'VIX', 'airline': 'AD', 'distance': 729.61}]"
JOI,NAT,Lauro Carneiro de Loyola Airport,Governador Alu�zio Alves International Airport,JOI → CGH → CNF → NAT,4,2,2684.57,2684.03,1.0,"G3, AD","[{'from': 'JOI', 'to': 'CGH', 'airline': 'G3', 'distance': 360.66}, {'from': 'CGH', 'to': 'CNF', 'airline': 'G3', 'distance': 524.35}, {'from': 'CNF', 'to': 'NAT', 'airline': 'AD', 'distance': 1799.56}]"
NAT,JOI,Governador Alu�zio Alves International Airport,Lauro Carneiro de Loyola Airport,NAT → CNF → CGH → JOI,4,2,2684.57,2684.03,1.0,"G3, AD","[{'from': 'NAT', 'to': 'CNF', 'airline': 'AD', 'distance': 1799.56}, {'from': 'CNF', 'to': 'CGH', 'airline': 'AD', 'distance': 524.35}, {'from': 'CGH', 'to': 'JOI', 'airline': 'G3', 'distance': 360.66}]"
MCZ,PFB,Zumbi dos Palmares Airport,Lauro Kurtz Airport,MCZ → VCP → PFB,3,1,2706.8,2706.8,1.0,"G3, AD","[{'from': 'MCZ', 'to': 'VCP', 'airline': 'G3', 'distance': 1925.99}, {'from': 'VCP', 'to': 'PFB', 'airline': 'AD', 'distance': 780.81}]"
PFB,MCZ,Lauro Kurtz Airport,Zumbi dos Palmares Airport,PFB → VCP → MCZ,3,1,2706.8,2706.8,1.0,"G3, AD","[{'from': 'PFB', 'to': 'VCP', 'airline': 'AD', 'distance': 780.81}, {'from': 'VCP', 'to': 'MCZ', 'airline': 'G3', 'distance': 1925.99}]"
FOR,FLN,Pinto Martins International Airport,Herc�lio Luz International Airport,FOR → GRU → FLN,3,1,2861.58,2861.52,1.0,"G3, AD","[{'from': 'FOR', 'to': 'GRU', 'airline': 'G3', 'distance': 2346.59}, {'from': 'GRU', 'to': 'FLN', 'airline': 'AD', 'distance': 514.99}]"
AEP,IOS,Jorge Newbery Airpark,Bahia - Jorge Amado Airport,AEP → GRU → IOS,3,1,2930.07,2930.07,1.0,"G3, AD","[{'from': 'AEP', 'to': 'GRU', 'airline': 'G3', 'distance': 1694.0}, {'from': 'GRU', 'to': 'IOS', 'airline': 'AD', 'distance': 1236.07}]"
IOS,AEP,Bahia - Jorge Amado Airport,Jorge Newbery Airpark,IOS → GRU → AEP,3,1,2930.07,2930.07,1.0,"G3, AD","[{'from': 'IOS', 'to': 'GRU', 'airline': 'AD', 'distance': 1236.07}, {'from': 'GRU', 'to': 'AEP', 'airline': 'G3', 'distance': 1694.0}]"
IOS,EZE,Bahia - Jorge Amado Airport,Ministro Pistarini International Airport,IOS → GRU → EZE,3,1,2958.27,2958.24,1.0,"G3, AD","[{'from': 'IOS', 'to': 'GRU', 'airline': 'AD', 'distance': 1236.07}, {'from': 'GRU', 'to': 'EZE', 'airline': 'G3', 'distance': 1722.2}]"
EZE,IOS,Ministro Pistarini International Airport,Bahia - Jorge Amado Airport,EZE → GRU → IOS,3,1,2958.27,2958.24,1.0,"G3, AD","[{'from': 'EZE', 'to': 'GRU', 'airline': 'G3', 'distance': 1722.2}, {'from': 'GRU', 'to': 'IOS', 'airline': 'AD', 'distance': 1236.07}]"
CXJ,NAT,Hugo Cantergiani Regional Airport,Governador Alu�zio Alves International Airport,CXJ → CGH → CNF → NAT,4,2,3090.11,3089.71,1.0,"G3, AD","[{'from': 'CXJ', 'to': 'CGH', 'airline': 'G3', 'distance': 766.2}, {'from': 'CGH', 'to': 'CNF', 'airline': 'G3', 'distance': 524.35}, {'from': 'CNF', 'to': 'NAT', 'airline': 'AD', 'distance': 1799.56}]"
NAT,CXJ,Governador Alu�zio Alves International Airport,Hugo Cantergiani Regional Airport,NAT → CNF → CGH → CXJ,4,2,3090.11,3089.71,1.0,"G3, AD","[{'from': 'NAT', 'to': 'CNF', 'airline': 'AD', 'distance': 1799.56}, {'from': 'CNF', 'to': 'CGH', 'airline': 'AD', 'distance': 524.35}, {'from': 'CGH', 'to': 'CXJ', 'airline': 'G3', 'distance': 766.2}]"
EZE,VAL,Ministro Pistarini International Airport,Valen�a Airport,EZE → CWB → CNF → VAL,4,2,3096.24,3096.07,1.0,"G3, AD","[{'from': 'EZE', 'to': 'CWB', 'airline': 'G3', 'distance': 1368.74}, {'from': 'CWB', 'to': 'CNF', 'airline': 'AD', 'distance': 846.2}, {'from': 'CNF', 'to': 'VAL', 'airline': 'AD', 'distance': 881.3}]"
MDZ,VIX,El Plumerillo Airport,Eurico de Aguiar Salles Airport,MDZ → GRU → VIX,3,1,3147.88,3147.22,1.0,"G3, AD","[{'from': 'MDZ', 'to': 'GRU', 'airline': 'G3', 'distance': 2418.27}, {'from': 'GRU', 'to': 'VIX', 'airline': 'AD', 'distance': 729.61}]"
CPV,PET,Presidente Jo�o Suassuna Airport,Jo�o Sim�es Lopes Neto International Airport,CPV → GRU → POA → PET,4,2,3209.65,3208.15,1.0,"G3, AD","[{'from': 'CPV', 'to': 'GRU', 'airline': 'G3', 'distance': 2122.87}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'PET', 'airline': 'AD', 'distance': 221.2}]"
PET,CPV,Jo�o Sim�es Lopes Neto International Airport,Presidente Jo�o Suassuna Airport,PET → POA → GRU → CPV,4,2,3209.65,3208.15,1.0,"G3, AD","[{'from': 'PET', 'to': 'POA', 'airline': 'AD', 'distance': 221.2}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'CPV', 'airline': 'G3', 'distance': 2122.87}]"
SCL,VIX,Comodoro Arturo Merino Ben�tez International Airport,Eurico de Aguiar Salles Airport,SCL → GRU → VIX,3,1,3343.69,3343.05,1.0,"G3, AD","[{'from': 'SCL', 'to': 'GRU', 'airline': 'G3', 'distance': 2614.08}, {'from': 'GRU', 'to': 'VIX', 'airline': 'AD', 'distance': 729.61}]"
NAT,PET,Governador Alu�zio Alves International Airport,Jo�o Sim�es Lopes Neto International Airport,NAT → GRU → POA → PET,4,2,3382.71,3381.74,1.0,"G3, AD","[{'from': 'NAT', 'to': 'GRU', 'airline': 'G3', 'distance': 2295.93}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'PET', 'airline': 'AD', 'distance': 221.2}]"
PET,NAT,Jo�o Sim�es Lopes Neto International Airport,Governador Alu�zio Alves International Airport,PET → POA → GRU → NAT,4,2,3382.71,3381.74,1.0,"G3, AD","[{'from': 'PET', 'to': 'POA', 'airline': 'AD', 'distance': 221.2}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'NAT', 'airline': 'G3', 'distance': 2295.93}]"
CPV,PDP,Presidente Jo�o Suassuna Airport,Capitan Corbeta CA Curbelo International Airport,CPV → GRU → POA → PDP,4,2,3642.29,3641.44,1.0,"G3, AD","[{'from': 'CPV', 'to': 'GRU', 'airline': 'G3', 'distance': 2122.87}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'PDP', 'airline': 'AD', 'distance': 653.84}]"
NAT,PDP,Governador Alu�zio Alves International Airport,Capitan Corbeta CA Curbelo International Airport,NAT → GRU → POA → PDP,4,2,3815.35,3815.0,1.0,"G3, AD","[{'from': 'NAT', 'to': 'GRU', 'airline': 'G3', 'distance': 2295.93}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'PDP', 'airline': 'AD', 'distance': 653.84}]"
PHB,EZE,Prefeito Doutor Jo�o Silva Filho Airport,Ministro Pistarini International Airport,PHB → THE → BSB → EZE,4,2,3952.31,3951.97,1.0,"G3, AD","[{'from': 'PHB', 'to': 'THE', 'airline': 'AD', 'distance': 269.58}, {'from': 'THE', 'to': 'BSB', 'airline': 'G3', 'distance': 1324.49}, {'from': 'BSB', 'to': 'EZE', 'airline': 'G3', 'distance': 2358.24}]"
EZE,PHB,Ministro Pistarini International Airport,Prefeito Doutor Jo�o Silva Filho Airport,EZE → BSB → THE → PHB,4,2,3952.31,3951.97,1.0,"G3, AD","[{'from': 'EZE', 'to': 'BSB', 'airline': 'G3', 'distance': 2358.24}, {'from': 'BSB', 'to': 'THE', 'airline': 'G3', 'distance': 1324.49}, {'from': 'THE', 'to': 'PHB', 'airline': 'AD', 'distance': 269.58}]"
JPA,MIA,Presidente Castro Pinto International Airport,Miami International Airport,JPA → FOR → MIA,3,1,6115.84,6113.95,1.0,"G3, AD","[{'from': 'JPA', 'to': 'FOR', 'airline': 'AD', 'distance': 545.63}, {'from': 'FOR', 'to': 'MIA', 'airline': 'G3', 'distance': 5570.21}]"
JPA,MCO,Presidente Castro Pinto International Airport,Orlando International Airport,JPA → FOR → MCO,3,1,6351.39,6350.86,1.0,"G3, AD","[{'from': 'JPA', 'to': 'FOR', 'airline': 'AD', 'distance': 545.63}, {'from': 'FOR', 'to': 'MCO', 'airline': 'G3', 'distance': 5805.76}]"
CWB,LIS,Afonso Pena Airport,Humberto Delgado Airport (Lisbon Portela Airport),CWB → VCP → LIS,3,1,8276.52,8274.9,1.0,"G3, AD","[{'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'LIS', 'airline': 'AD', 'distance': 7928.11}]"
CNF,JOI,Tancredo Neves International Airport,Lauro Carneiro de Loyola Airport,CNF → CGH → JOI,3,1,885.01,884.52,0.999,"G3, AD","[{'from': 'CNF', 'to': 'CGH', 'airline': 'AD', 'distance': 524.35}, {'from': 'CGH', 'to': 'JOI', 'airline': 'G3', 'distance': 360.66}]"
GIG,MGF,Rio Gale�o � Tom Jobim International Airport,Regional de Maring� - S�lvio Nane Junior Airport,GIG → VCP → MGF,3,1,899.49,898.78,0.999,"G3, AD","[{'from': 'GIG', 'to': 'VCP', 'airline': 'G3', 'distance': 398.4}, {'from': 'VCP', 'to': 'MGF', 'airline': 'AD', 'distance': 501.09}]"
MGF,GIG,Regional de Maring� - S�lvio Nane Junior Airport,Rio Gale�o � Tom Jobim International Airport,MGF → VCP → GIG,3,1,899.49,898.78,0.999,"G3, AD","[{'from': 'MGF', 'to': 'VCP', 'airline': 'AD', 'distance': 501.09}, {'from': 'VCP', 'to': 'GIG', 'airline': 'G3', 'distance': 398.4}]"
PLU,NVT,Pampulha - Carlos Drummond de Andrade Airport,Ministro Victor Konder International Airport,PLU → GRU → NVT,3,1,917.51,916.85,0.999,"G3, AD","[{'from': 'PLU', 'to': 'GRU', 'airline': 'AD', 'distance': 476.22}, {'from': 'GRU', 'to': 'NVT', 'airline': 'G3', 'distance': 441.29}]"
NVT,PLU,Ministro Victor Konder International Airport,Pampulha - Carlos Drummond de Andrade Airport,NVT → GRU → PLU,3,1,917.51,916.85,0.999,"G3, AD","[{'from': 'NVT', 'to': 'GRU', 'airline': 'G3', 'distance': 441.29}, {'from': 'GRU', 'to': 'PLU', 'airline': 'AD', 'distance': 476.22}]"
AJU,FEN,Santa Maria Airport,Fernando de Noronha Airport,AJU → REC → FEN,3,1,944.98,943.71,0.999,"G3, AD","[{'from': 'AJU', 'to': 'REC', 'airline': 'AD', 'distance': 395.42}, {'from': 'REC', 'to': 'FEN', 'airline': 'G3', 'distance': 549.56}]"
FEN,AJU,Fernando de Noronha Airport,Santa Maria Airport,FEN → REC → AJU,3,1,944.98,943.71,0.999,"G3, AD","[{'from': 'FEN', 'to': 'REC', 'airline': 'G3', 'distance': 549.56}, {'from': 'REC', 'to': 'AJU', 'airline': 'AD', 'distance': 395.42}]"
CWB,IPN,Afonso Pena Airport,Usiminas Airport,CWB → GRU → IPN,3,1,962.74,961.81,0.999,"G3, AD","[{'from': 'CWB', 'to': 'GRU', 'airline': 'G3', 'distance': 359.1}, {'from': 'GRU', 'to': 'IPN', 'airline': 'AD', 'distance': 603.64}]"
IPN,CWB,Usiminas Airport,Afonso Pena Airport,IPN → GRU → CWB,3,1,962.74,961.81,0.999,"G3, AD","[{'from': 'IPN', 'to': 'GRU', 'airline': 'AD', 'distance': 603.64}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}]"
MVD,FLN,Carrasco International /General C L Berisso Airport,Herc�lio Luz International Airport,MVD → POA → FLN,3,1,1068.71,1067.26,0.999,"G3, AD","[{'from': 'MVD', 'to': 'POA', 'airline': 'G3', 'distance': 705.6}, {'from': 'POA', 'to': 'FLN', 'airline': 'AD', 'distance': 363.11}]"
GIG,BRA,Rio Gale�o � Tom Jobim International Airport,Barreiras Airport,GIG → CNF → BRA,3,1,1208.33,1207.68,0.999,"G3, AD","[{'from': 'GIG', 'to': 'CNF', 'airline': 'G3', 'distance': 362.02}, {'from': 'CNF', 'to': 'BRA', 'airline': 'AD', 'distance': 846.31}]"
SDU,BRA,Santos Dumont Airport,Barreiras Airport,SDU → CNF → BRA,3,1,1221.19,1220.16,0.999,"G3, AD","[{'from': 'SDU', 'to': 'CNF', 'airline': 'G3', 'distance': 374.88}, {'from': 'CNF', 'to': 'BRA', 'airline': 'AD', 'distance': 846.31}]"
SSA,VAG,Deputado Luiz Eduardo Magalh�es International Airport,Major Brigadeiro Trompowsky Airport,SSA → CNF → VAG,3,1,1228.25,1227.61,0.999,"G3, AD","[{'from': 'SSA', 'to': 'CNF', 'airline': 'G3', 'distance': 959.57}, {'from': 'CNF', 'to': 'VAG', 'airline': 'AD', 'distance': 268.68}]"
CWB,CGB,Afonso Pena Airport,Marechal Rondon Airport,CWB → LDB → CGB,3,1,1315.19,1313.75,0.999,"G3, AD","[{'from': 'CWB', 'to': 'LDB', 'airline': 'G3', 'distance': 314.17}, {'from': 'LDB', 'to': 'CGB', 'airline': 'AD', 'distance': 1001.02}]"
CGB,CWB,Marechal Rondon Airport,Afonso Pena Airport,CGB → LDB → CWB,3,1,1315.19,1313.75,0.999,"G3, AD","[{'from': 'CGB', 'to': 'LDB', 'airline': 'AD', 'distance': 1001.02}, {'from': 'LDB', 'to': 'CWB', 'airline': 'G3', 'distance': 314.17}]"
PVH,ROO,Governador Jorge Teixeira de Oliveira Airport,Maestro Marinho Franco Airport,PVH → CGB → ROO,3,1,1326.38,1325.4,0.999,"G3, AD","[{'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'ROO', 'airline': 'AD', 'distance': 181.31}]"
ROO,PVH,Maestro Marinho Franco Airport,Governador Jorge Teixeira de Oliveira Airport,ROO → CGB → PVH,3,1,1326.38,1325.4,0.999,"G3, AD","[{'from': 'ROO', 'to': 'CGB', 'airline': 'AD', 'distance': 181.31}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}]"
MEA,IGU,Maca� Airport,Cataratas International Airport,MEA → SDU → IGU,3,1,1342.32,1341.41,0.999,"G3, AD","[{'from': 'MEA', 'to': 'SDU', 'airline': 'AD', 'distance': 156.66}, {'from': 'SDU', 'to': 'IGU', 'airline': 'G3', 'distance': 1185.66}]"
CGH,VAL,Congonhas Airport,Valen�a Airport,CGH → CNF → VAL,3,1,1405.65,1403.65,0.999,"G3, AD","[{'from': 'CGH', 'to': 'CNF', 'airline': 'G3', 'distance': 524.35}, {'from': 'CNF', 'to': 'VAL', 'airline': 'AD', 'distance': 881.3}]"
AJU,VAG,Santa Maria Airport,Major Brigadeiro Trompowsky Airport,AJU → SSA → CNF → VAG,4,2,1481.93,1480.62,0.999,"G3, AD","[{'from': 'AJU', 'to': 'SSA', 'airline': 'G3', 'distance': 253.68}, {'from': 'SSA', 'to': 'CNF', 'airline': 'G3', 'distance': 959.57}, {'from': 'CNF', 'to': 'VAG', 'airline': 'AD', 'distance': 268.68}]"
CGH,MVD,Congonhas Airport,Carrasco International /General C L Berisso Airport,CGH → POA → MVD,3,1,1543.35,1541.51,0.999,"G3, AD","[{'from': 'CGH', 'to': 'POA', 'airline': 'G3', 'distance': 837.75}, {'from': 'POA', 'to': 'MVD', 'airline': 'AD', 'distance': 705.6}]"
MVD,CGH,Carrasco International /General C L Berisso Airport,Congonhas Airport,MVD → POA → CGH,3,1,1543.35,1541.51,0.999,"G3, AD","[{'from': 'MVD', 'to': 'POA', 'airline': 'G3', 'distance': 705.6}, {'from': 'POA', 'to': 'CGH', 'airline': 'AD', 'distance': 837.75}]"
PLU,PET,Pampulha - Carlos Drummond de Andrade Airport,Jo�o Sim�es Lopes Neto International Airport,PLU → GRU → POA → PET,4,2,1563.0,1562.13,0.999,"G3, AD","[{'from': 'PLU', 'to': 'GRU', 'airline': 'AD', 'distance': 476.22}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'PET', 'airline': 'AD', 'distance': 221.2}]"
PET,PLU,Jo�o Sim�es Lopes Neto International Airport,Pampulha - Carlos Drummond de Andrade Airport,PET → POA → GRU → PLU,4,2,1563.0,1562.13,0.999,"G3, AD","[{'from': 'PET', 'to': 'POA', 'airline': 'AD', 'distance': 221.2}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'PLU', 'airline': 'AD', 'distance': 476.22}]"
STM,OLC,Maestro Wilson Fonseca Airport,Senadora Eunice Micheles Airport,STM → MAO → TFF → OLC,4,2,1574.85,1573.86,0.999,"G3, AD","[{'from': 'STM', 'to': 'MAO', 'airline': 'G3', 'distance': 588.62}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'OLC', 'airline': 'AD', 'distance': 465.87}]"
OLC,STM,Senadora Eunice Micheles Airport,Maestro Wilson Fonseca Airport,OLC → TFF → MAO → STM,4,2,1574.85,1573.86,0.999,"G3, AD","[{'from': 'OLC', 'to': 'TFF', 'airline': 'AD', 'distance': 465.87}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'STM', 'airline': 'G3', 'distance': 588.62}]"
CGB,VIX,Marechal Rondon Airport,Eurico de Aguiar Salles Airport,CGB → CNF → VIX,3,1,1751.7,1750.01,0.999,"G3, AD","[{'from': 'CGB', 'to': 'CNF', 'airline': 'AD', 'distance': 1360.08}, {'from': 'CNF', 'to': 'VIX', 'airline': 'G3', 'distance': 391.62}]"
VIX,CGB,Eurico de Aguiar Salles Airport,Marechal Rondon Airport,VIX → CNF → CGB,3,1,1751.7,1750.01,0.999,"G3, AD","[{'from': 'VIX', 'to': 'CNF', 'airline': 'G3', 'distance': 391.62}, {'from': 'CNF', 'to': 'CGB', 'airline': 'AD', 'distance': 1360.08}]"
VCP,AUX,Viracopos International Airport,Aragua�na Airport,VCP → BSB → AUX,3,1,1759.5,1758.59,0.999,"G3, AD","[{'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'AUX', 'airline': 'AD', 'distance': 961.5}]"
AUX,VCP,Aragua�na Airport,Viracopos International Airport,AUX → BSB → VCP,3,1,1759.5,1758.59,0.999,"G3, AD","[{'from': 'AUX', 'to': 'BSB', 'airline': 'AD', 'distance': 961.5}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}]"
JOI,VAL,Lauro Carneiro de Loyola Airport,Valen�a Airport,JOI → CGH → CNF → VAL,4,2,1766.31,1764.31,0.999,"G3, AD","[{'from': 'JOI', 'to': 'CGH', 'airline': 'G3', 'distance': 360.66}, {'from': 'CGH', 'to': 'CNF', 'airline': 'G3', 'distance': 524.35}, {'from': 'CNF', 'to': 'VAL', 'airline': 'AD', 'distance': 881.3}]"
CGH,BVH,Congonhas Airport,Brigadeiro Camar�o Airport,CGH → CGB → BVH,3,1,1869.36,1866.97,0.999,"G3, AD","[{'from': 'CGH', 'to': 'CGB', 'airline': 'G3', 'distance': 1328.59}, {'from': 'CGB', 'to': 'BVH', 'airline': 'AD', 'distance': 540.77}]"
