origin,destination,origin_city,dest_city,path,path_length,stops,total_distance,direct_distance,efficiency,airlines,segments
ATM,MAB,Altamira Airport,Jo�o Correa da Rocha Airport,ATM → BEL → MAB,3,1,918.24,417.91,0.455,"G3, AD","[{'from': 'ATM', 'to': 'BEL', 'airline': 'AD', 'distance': 468.61}, {'from': 'BEL', 'to': 'MAB', 'airline': 'G3', 'distance': 449.63}]"
MAB,ATM,Jo�o Correa da Rocha Airport,Altamira Airport,MAB → BEL → ATM,3,1,918.24,417.91,0.455,"G3, AD","[{'from': 'MAB', 'to': 'BEL', 'airline': 'G3', 'distance': 449.63}, {'from': 'BEL', 'to': 'ATM', 'airline': 'AD', 'distance': 468.61}]"
PPB,GRU,Presidente Prudente Airport,Guarulhos - Governador Andr� Franco Montoro International Airport,PPB → VCP → CWB → GRU,4,2,1157.54,526.5,0.455,"G3, AD","[{'from': 'PPB', 'to': 'VCP', 'airline': 'AD', 'distance': 450.03}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}, {'from': 'CWB', 'to': 'GRU', 'airline': 'G3', 'distance': 359.1}]"
GRU,PPB,Guarulhos - Governador Andr� Franco Montoro International Airport,Presidente Prudente Airport,GRU → CWB → VCP → PPB,4,2,1157.54,526.5,0.455,"G3, AD","[{'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'PPB', 'airline': 'AD', 'distance': 450.03}]"
ATM,RVD,Altamira Airport,General Leite de Castro Airport,ATM → BEL → BSB → VCP → RVD,5,3,3578.44,1627.47,0.455,"G3, AD","[{'from': 'ATM', 'to': 'BEL', 'airline': 'AD', 'distance': 468.61}, {'from': 'BEL', 'to': 'BSB', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'RVD', 'airline': 'AD', 'distance': 699.47}]"
SCL,BYO,Comodoro Arturo Merino Ben�tez International Airport,Bonito Airport,SCL → GRU → CWB → VCP → BYO,5,3,4300.94,1952.76,0.454,"G3, AD","[{'from': 'SCL', 'to': 'GRU', 'airline': 'G3', 'distance': 2614.08}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'BYO', 'airline': 'AD', 'distance': 979.35}]"
ATM,LIM,Altamira Airport,Jorge Ch�vez International Airport,ATM → BEL → GRU → LIM,4,2,6405.31,2905.08,0.454,"G3, AD","[{'from': 'ATM', 'to': 'BEL', 'airline': 'AD', 'distance': 468.61}, {'from': 'BEL', 'to': 'GRU', 'airline': 'G3', 'distance': 2462.04}, {'from': 'GRU', 'to': 'LIM', 'airline': 'G3', 'distance': 3474.66}]"
TUR,UIO,Tucuru� Airport,Mariscal Sucre International Airport,TUR → BEL → GRU → UIO,4,2,7071.22,3207.75,0.454,"G3, AD","[{'from': 'TUR', 'to': 'BEL', 'airline': 'AD', 'distance': 301.19}, {'from': 'BEL', 'to': 'GRU', 'airline': 'G3', 'distance': 2462.04}, {'from': 'GRU', 'to': 'UIO', 'airline': 'G3', 'distance': 4307.99}]"
MIA,CAY,Miami International Airport,Cayenne-Rochambeau Airport,MIA → PUJ → BSB → BEL → CAY,5,3,8326.93,3778.3,0.454,"G3, AD","[{'from': 'MIA', 'to': 'PUJ', 'airline': 'G3', 'distance': 1466.3}, {'from': 'PUJ', 'to': 'BSB', 'airline': 'G3', 'distance': 4435.05}, {'from': 'BSB', 'to': 'BEL', 'airline': 'G3', 'distance': 1612.36}, {'from': 'BEL', 'to': 'CAY', 'airline': 'AD', 'distance': 813.22}]"
MOC,BRA,M�rio Ribeiro Airport,Barreiras Airport,MOC → CNF → BRA,3,1,1171.13,530.32,0.453,"G3, AD","[{'from': 'MOC', 'to': 'CNF', 'airline': 'G3', 'distance': 324.82}, {'from': 'CNF', 'to': 'BRA', 'airline': 'AD', 'distance': 846.31}]"
PNZ,SLZ,Senador Nilo Coelho Airport,Marechal Cunha Machado International Airport,PNZ → REC → THE → SLZ,4,2,1888.79,855.54,0.453,"G3, AD","[{'from': 'PNZ', 'to': 'REC', 'airline': 'G3', 'distance': 635.47}, {'from': 'REC', 'to': 'THE', 'airline': 'AD', 'distance': 936.77}, {'from': 'THE', 'to': 'SLZ', 'airline': 'AD', 'distance': 316.55}]"
MAB,LEC,Jo�o Correa da Rocha Airport,Coronel Hor�cio de Mattos Airport,MAB → BSB → SSA → LEC,4,2,2583.87,1170.6,0.453,"G3, AD","[{'from': 'MAB', 'to': 'BSB', 'airline': 'G3', 'distance': 1175.14}, {'from': 'BSB', 'to': 'SSA', 'airline': 'G3', 'distance': 1084.75}, {'from': 'SSA', 'to': 'LEC', 'airline': 'AD', 'distance': 323.98}]"
LEC,MAB,Coronel Hor�cio de Mattos Airport,Jo�o Correa da Rocha Airport,LEC → SSA → BSB → MAB,4,2,2583.87,1170.6,0.453,"G3, AD","[{'from': 'LEC', 'to': 'SSA', 'airline': 'AD', 'distance': 323.98}, {'from': 'SSA', 'to': 'BSB', 'airline': 'G3', 'distance': 1084.75}, {'from': 'BSB', 'to': 'MAB', 'airline': 'G3', 'distance': 1175.14}]"
CZS,IRZ,Cruzeiro do Sul Airport,Tapuruquara Airport,CZS → RBR → MAO → TFF → IRZ,5,3,2599.91,1178.13,0.453,"G3, AD","[{'from': 'CZS', 'to': 'RBR', 'airline': 'G3', 'distance': 591.83}, {'from': 'RBR', 'to': 'MAO', 'airline': 'G3', 'distance': 1152.33}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'IRZ', 'airline': 'AD', 'distance': 335.39}]"
IRZ,CZS,Tapuruquara Airport,Cruzeiro do Sul Airport,IRZ → TFF → MAO → RBR → CZS,5,3,2599.91,1178.13,0.453,"G3, AD","[{'from': 'IRZ', 'to': 'TFF', 'airline': 'AD', 'distance': 335.39}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'RBR', 'airline': 'G3', 'distance': 1152.33}, {'from': 'RBR', 'to': 'CZS', 'airline': 'G3', 'distance': 591.83}]"
VVI,URG,Viru Viru International Airport,Rubem Berta Airport,VVI → GRU → POA → URG,4,2,3280.52,1484.74,0.453,"G3, AD","[{'from': 'VVI', 'to': 'GRU', 'airline': 'G3', 'distance': 1848.92}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'URG', 'airline': 'AD', 'distance': 566.02}]"
BVB,JPR,Atlas Brasil Cantanhede Airport,Ji-Paran� Airport,BVB → MAO → PVH → CGB → JPR,5,3,3380.45,1530.07,0.453,"G3, AD","[{'from': 'BVB', 'to': 'MAO', 'airline': 'G3', 'distance': 657.71}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'JPR', 'airline': 'AD', 'distance': 816.73}]"
JPR,BVB,Ji-Paran� Airport,Atlas Brasil Cantanhede Airport,JPR → CGB → PVH → MAO → BVB,5,3,3380.45,1530.07,0.453,"G3, AD","[{'from': 'JPR', 'to': 'CGB', 'airline': 'AD', 'distance': 816.73}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'BVB', 'airline': 'G3', 'distance': 657.71}]"
CMG,ITB,Corumb� International Airport,Itaituba Airport,CMG → CGR → CGB → PVH → MAO → STM → ITB,7,5,3647.61,1652.29,0.453,"G3, AD","[{'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'CGB', 'airline': 'G3', 'distance': 556.82}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'STM', 'airline': 'G3', 'distance': 588.62}, {'from': 'STM', 'to': 'ITB', 'airline': 'AD', 'distance': 242.97}]"
ITB,CMG,Itaituba Airport,Corumb� International Airport,ITB → STM → MAO → PVH → CGB → CGR → CMG,7,5,3647.61,1652.29,0.453,"G3, AD","[{'from': 'ITB', 'to': 'STM', 'airline': 'AD', 'distance': 242.97}, {'from': 'STM', 'to': 'MAO', 'airline': 'G3', 'distance': 588.62}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'CGR', 'airline': 'G3', 'distance': 556.82}, {'from': 'CGR', 'to': 'CMG', 'airline': 'AD', 'distance': 353.19}]"
SDQ,JPR,Las Am�ricas International Airport,Ji-Paran� Airport,SDQ → GRU → CGB → JPR,4,2,7438.71,3369.21,0.453,"G3, AD","[{'from': 'SDQ', 'to': 'GRU', 'airline': 'G3', 'distance': 5292.45}, {'from': 'GRU', 'to': 'CGB', 'airline': 'G3', 'distance': 1329.53}, {'from': 'CGB', 'to': 'JPR', 'airline': 'AD', 'distance': 816.73}]"
JPR,SDQ,Ji-Paran� Airport,Las Am�ricas International Airport,JPR → CGB → GRU → SDQ,4,2,7438.71,3369.21,0.453,"G3, AD","[{'from': 'JPR', 'to': 'CGB', 'airline': 'AD', 'distance': 816.73}, {'from': 'CGB', 'to': 'GRU', 'airline': 'G3', 'distance': 1329.53}, {'from': 'GRU', 'to': 'SDQ', 'airline': 'G3', 'distance': 5292.45}]"
TMT,JFK,Trombetas Airport,John F Kennedy International Airport,TMT → STM → BEL → GRU → JFK,5,3,11043.81,5004.81,0.453,"G3, AD","[{'from': 'TMT', 'to': 'STM', 'airline': 'AD', 'distance': 207.03}, {'from': 'STM', 'to': 'BEL', 'airline': 'G3', 'distance': 710.76}, {'from': 'BEL', 'to': 'GRU', 'airline': 'G3', 'distance': 2462.04}, {'from': 'GRU', 'to': 'JFK', 'airline': 'G3', 'distance': 7663.98}]"
JFK,TMT,John F Kennedy International Airport,Trombetas Airport,JFK → GRU → BEL → STM → TMT,5,3,11043.81,5004.81,0.453,"G3, AD","[{'from': 'JFK', 'to': 'GRU', 'airline': 'G3', 'distance': 7663.98}, {'from': 'GRU', 'to': 'BEL', 'airline': 'G3', 'distance': 2462.04}, {'from': 'BEL', 'to': 'STM', 'airline': 'G3', 'distance': 710.76}, {'from': 'STM', 'to': 'TMT', 'airline': 'AD', 'distance': 207.03}]"
AJU,TXF,Santa Maria Airport,9 de Maio - Teixeira de Freitas Airport,AJU → SSA → CNF → TXF,4,2,1723.38,779.25,0.452,"G3, AD","[{'from': 'AJU', 'to': 'SSA', 'airline': 'G3', 'distance': 253.68}, {'from': 'SSA', 'to': 'CNF', 'airline': 'G3', 'distance': 959.57}, {'from': 'CNF', 'to': 'TXF', 'airline': 'AD', 'distance': 510.13}]"
BVH,AUA,Brigadeiro Camar�o Airport,Queen Beatrix International Airport,BVH → CGB → GRU → CCS → AUA,5,3,6655.44,3007.58,0.452,"G3, AD","[{'from': 'BVH', 'to': 'CGB', 'airline': 'AD', 'distance': 540.77}, {'from': 'CGB', 'to': 'GRU', 'airline': 'G3', 'distance': 1329.53}, {'from': 'GRU', 'to': 'CCS', 'airline': 'G3', 'distance': 4393.78}, {'from': 'CCS', 'to': 'AUA', 'airline': 'G3', 'distance': 391.36}]"
AUA,BVH,Queen Beatrix International Airport,Brigadeiro Camar�o Airport,AUA → CCS → GRU → CGB → BVH,5,3,6655.44,3007.58,0.452,"G3, AD","[{'from': 'AUA', 'to': 'CCS', 'airline': 'G3', 'distance': 391.36}, {'from': 'CCS', 'to': 'GRU', 'airline': 'G3', 'distance': 4393.78}, {'from': 'GRU', 'to': 'CGB', 'airline': 'G3', 'distance': 1329.53}, {'from': 'CGB', 'to': 'BVH', 'airline': 'AD', 'distance': 540.77}]"
BAZ,MCO,Barcelos Airport,Orlando International Airport,BAZ → MAO → BSB → MCO,4,2,8437.11,3812.59,0.452,"G3, AD","[{'from': 'BAZ', 'to': 'MAO', 'airline': 'AD', 'distance': 392.47}, {'from': 'MAO', 'to': 'BSB', 'airline': 'G3', 'distance': 1948.61}, {'from': 'BSB', 'to': 'MCO', 'airline': 'G3', 'distance': 6096.03}]"
SDQ,LIS,Las Am�ricas International Airport,Humberto Delgado Airport (Lisbon Portela Airport),SDQ → GIG → VCP → LIS,4,2,13736.36,6206.69,0.452,"G3, AD","[{'from': 'SDQ', 'to': 'GIG', 'airline': 'G3', 'distance': 5409.85}, {'from': 'GIG', 'to': 'VCP', 'airline': 'G3', 'distance': 398.4}, {'from': 'VCP', 'to': 'LIS', 'airline': 'AD', 'distance': 7928.11}]"
UBA,BPG,M�rio de Almeida Franco Airport,Barra do Gar�as Airport,UBA → CNF → GYN → BPG,4,2,1414.06,638.35,0.451,"G3, AD","[{'from': 'UBA', 'to': 'CNF', 'airline': 'AD', 'distance': 418.43}, {'from': 'CNF', 'to': 'GYN', 'airline': 'G3', 'distance': 646.73}, {'from': 'GYN', 'to': 'BPG', 'airline': 'AD', 'distance': 348.9}]"
AFL,TBT,Piloto Osvaldo Marques Dias Airport,Tabatinga Airport,AFL → CGB → PVH → MAO → TBT,5,3,3654.79,1648.2,0.451,"G3, AD","[{'from': 'AFL', 'to': 'CGB', 'airline': 'AD', 'distance': 643.43}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'TBT', 'airline': 'AD', 'distance': 1105.35}]"
TBT,AFL,Tabatinga Airport,Piloto Osvaldo Marques Dias Airport,TBT → MAO → PVH → CGB → AFL,5,3,3654.79,1648.2,0.451,"G3, AD","[{'from': 'TBT', 'to': 'MAO', 'airline': 'AD', 'distance': 1105.35}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'AFL', 'airline': 'AD', 'distance': 643.43}]"
JOI,TOW,Lauro Carneiro de Loyola Airport,Toledo Airport,JOI → CGH → CWB → TOW,4,2,1156.57,520.81,0.45,"G3, AD","[{'from': 'JOI', 'to': 'CGH', 'airline': 'G3', 'distance': 360.66}, {'from': 'CGH', 'to': 'CWB', 'airline': 'G3', 'distance': 331.12}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
ASU,JTC,Silvio Pettirossi International Airport,Bauru - Arealva Airport,ASU → GRU → CWB → VCP → JTC,5,3,2061.95,927.31,0.45,"G3, AD","[{'from': 'ASU', 'to': 'GRU', 'airline': 'G3', 'distance': 1136.68}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'JTC', 'airline': 'AD', 'distance': 217.76}]"
JTC,ASU,Bauru - Arealva Airport,Silvio Pettirossi International Airport,JTC → VCP → CWB → GRU → ASU,5,3,2061.95,927.31,0.45,"G3, AD","[{'from': 'JTC', 'to': 'VCP', 'airline': 'AD', 'distance': 217.76}, {'from': 'VCP', 'to': 'CWB', 'airline': 'G3', 'distance': 348.41}, {'from': 'CWB', 'to': 'GRU', 'airline': 'G3', 'distance': 359.1}, {'from': 'GRU', 'to': 'ASU', 'airline': 'G3', 'distance': 1136.68}]"
JPR,PBM,Ji-Paran� Airport,Johan Adolf Pengel International Airport,JPR → CGB → GYN → PMW → AUX → MAB → BEL → PBM,8,6,4356.57,1959.05,0.45,"G3, AD","[{'from': 'JPR', 'to': 'CGB', 'airline': 'AD', 'distance': 816.73}, {'from': 'CGB', 'to': 'GYN', 'airline': 'AD', 'distance': 744.53}, {'from': 'GYN', 'to': 'PMW', 'airline': 'AD', 'distance': 711.18}, {'from': 'PMW', 'to': 'AUX', 'airline': 'AD', 'distance': 340.9}, {'from': 'AUX', 'to': 'MAB', 'airline': 'AD', 'distance': 229.31}, {'from': 'MAB', 'to': 'BEL', 'airline': 'G3', 'distance': 449.63}, {'from': 'BEL', 'to': 'PBM', 'airline': 'G3', 'distance': 1064.29}]"
IPN,VIX,Usiminas Airport,Eurico de Aguiar Salles Airport,IPN → CNF → VIX,3,1,548.09,246.28,0.449,"G3, AD","[{'from': 'IPN', 'to': 'CNF', 'airline': 'AD', 'distance': 156.47}, {'from': 'CNF', 'to': 'VIX', 'airline': 'G3', 'distance': 391.62}]"
VIX,IPN,Eurico de Aguiar Salles Airport,Usiminas Airport,VIX → CNF → IPN,3,1,548.09,246.28,0.449,"G3, AD","[{'from': 'VIX', 'to': 'CNF', 'airline': 'G3', 'distance': 391.62}, {'from': 'CNF', 'to': 'IPN', 'airline': 'AD', 'distance': 156.47}]"
CMG,CGB,Corumb� International Airport,Marechal Rondon Airport,CMG → CGR → CGB,3,1,910.01,408.33,0.449,"G3, AD","[{'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'CGB', 'airline': 'G3', 'distance': 556.82}]"
CGB,CMG,Marechal Rondon Airport,Corumb� International Airport,CGB → CGR → CMG,3,1,910.01,408.33,0.449,"G3, AD","[{'from': 'CGB', 'to': 'CGR', 'airline': 'G3', 'distance': 556.82}, {'from': 'CGR', 'to': 'CMG', 'airline': 'AD', 'distance': 353.19}]"
RIA,TOW,Santa Maria Airport,Toledo Airport,RIA → POA → CWB → TOW,4,2,1243.5,558.77,0.449,"G3, AD","[{'from': 'RIA', 'to': 'POA', 'airline': 'AD', 'distance': 244.75}, {'from': 'POA', 'to': 'CWB', 'airline': 'G3', 'distance': 533.96}, {'from': 'CWB', 'to': 'TOW', 'airline': 'AD', 'distance': 464.79}]"
DTW,CAY,Detroit Metropolitan Wayne County Airport,Cayenne-Rochambeau Airport,DTW → GRU → BEL → CAY,4,2,11498.92,5163.81,0.449,"G3, AD","[{'from': 'DTW', 'to': 'GRU', 'airline': 'G3', 'distance': 8223.66}, {'from': 'GRU', 'to': 'BEL', 'airline': 'G3', 'distance': 2462.04}, {'from': 'BEL', 'to': 'CAY', 'airline': 'AD', 'distance': 813.22}]"
JDO,FEC,Orlando Bezerra de Menezes Airport,FEIRA DE SANTANA/J.D.CARNEIRO,JDO → REC → SSA → FEC,4,2,1239.02,555.58,0.448,"G3, AD","[{'from': 'JDO', 'to': 'REC', 'airline': 'G3', 'distance': 489.49}, {'from': 'REC', 'to': 'SSA', 'airline': 'G3', 'distance': 648.65}, {'from': 'SSA', 'to': 'FEC', 'airline': 'AD', 'distance': 100.88}]"
MVD,URG,Carrasco International /General C L Berisso Airport,Rubem Berta Airport,MVD → POA → URG,3,1,1271.62,570.13,0.448,"G3, AD","[{'from': 'MVD', 'to': 'POA', 'airline': 'G3', 'distance': 705.6}, {'from': 'POA', 'to': 'URG', 'airline': 'AD', 'distance': 566.02}]"
PHB,PNZ,Prefeito Doutor Jo�o Silva Filho Airport,Senador Nilo Coelho Airport,PHB → FOR → REC → PNZ,4,2,1631.0,730.67,0.448,"G3, AD","[{'from': 'PHB', 'to': 'FOR', 'airline': 'AD', 'distance': 368.46}, {'from': 'FOR', 'to': 'REC', 'airline': 'G3', 'distance': 627.07}, {'from': 'REC', 'to': 'PNZ', 'airline': 'AD', 'distance': 635.47}]"
PNZ,PHB,Senador Nilo Coelho Airport,Prefeito Doutor Jo�o Silva Filho Airport,PNZ → REC → FOR → PHB,4,2,1631.0,730.67,0.448,"G3, AD","[{'from': 'PNZ', 'to': 'REC', 'airline': 'G3', 'distance': 635.47}, {'from': 'REC', 'to': 'FOR', 'airline': 'G3', 'distance': 627.07}, {'from': 'FOR', 'to': 'PHB', 'airline': 'AD', 'distance': 368.46}]"
JDO,AUX,Orlando Bezerra de Menezes Airport,Aragua�na Airport,JDO → FOR → BEL → MAB → AUX,5,3,2206.54,989.53,0.448,"G3, AD","[{'from': 'JDO', 'to': 'FOR', 'airline': 'G3', 'distance': 391.41}, {'from': 'FOR', 'to': 'BEL', 'airline': 'G3', 'distance': 1136.19}, {'from': 'BEL', 'to': 'MAB', 'airline': 'G3', 'distance': 449.63}, {'from': 'MAB', 'to': 'AUX', 'airline': 'AD', 'distance': 229.31}]"
AUX,JDO,Aragua�na Airport,Orlando Bezerra de Menezes Airport,AUX → MAB → BEL → FOR → JDO,5,3,2206.54,989.53,0.448,"G3, AD","[{'from': 'AUX', 'to': 'MAB', 'airline': 'AD', 'distance': 229.31}, {'from': 'MAB', 'to': 'BEL', 'airline': 'G3', 'distance': 449.63}, {'from': 'BEL', 'to': 'FOR', 'airline': 'G3', 'distance': 1136.19}, {'from': 'FOR', 'to': 'JDO', 'airline': 'G3', 'distance': 391.41}]"
CZS,OAL,Cruzeiro do Sul Airport,Cacoal Airport,CZS → RBR → PVH → CGB → OAL,5,3,2932.78,1314.29,0.448,"G3, AD","[{'from': 'CZS', 'to': 'RBR', 'airline': 'G3', 'distance': 591.83}, {'from': 'RBR', 'to': 'PVH', 'airline': 'G3', 'distance': 457.04}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'OAL', 'airline': 'AD', 'distance': 738.84}]"
OAL,CZS,Cacoal Airport,Cruzeiro do Sul Airport,OAL → CGB → PVH → RBR → CZS,5,3,2932.78,1314.29,0.448,"G3, AD","[{'from': 'OAL', 'to': 'CGB', 'airline': 'AD', 'distance': 738.84}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'RBR', 'airline': 'G3', 'distance': 457.04}, {'from': 'RBR', 'to': 'CZS', 'airline': 'G3', 'distance': 591.83}]"
COR,JJG,Ingeniero Ambrosio Taravella Airport,Humberto Ghizzo Bortoluzzi Regional Airport,COR → GRU → CWB → VCP → JJG,5,3,3321.44,1486.89,0.448,"G3, AD","[{'from': 'COR', 'to': 'GRU', 'airline': 'G3', 'distance': 1954.94}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'VCP', 'airline': 'G3', 'distance': 348.41}, {'from': 'VCP', 'to': 'JJG', 'airline': 'AD', 'distance': 658.99}]"
AFL,OLC,Piloto Osvaldo Marques Dias Airport,Senadora Eunice Micheles Airport,AFL → CGB → PVH → MAO → TFF → OLC,6,4,3535.67,1583.41,0.448,"G3, AD","[{'from': 'AFL', 'to': 'CGB', 'airline': 'AD', 'distance': 643.43}, {'from': 'CGB', 'to': 'PVH', 'airline': 'G3', 'distance': 1145.07}, {'from': 'PVH', 'to': 'MAO', 'airline': 'G3', 'distance': 760.94}, {'from': 'MAO', 'to': 'TFF', 'airline': 'AD', 'distance': 520.36}, {'from': 'TFF', 'to': 'OLC', 'airline': 'AD', 'distance': 465.87}]"
OLC,AFL,Senadora Eunice Micheles Airport,Piloto Osvaldo Marques Dias Airport,OLC → TFF → MAO → PVH → CGB → AFL,6,4,3535.67,1583.41,0.448,"G3, AD","[{'from': 'OLC', 'to': 'TFF', 'airline': 'AD', 'distance': 465.87}, {'from': 'TFF', 'to': 'MAO', 'airline': 'AD', 'distance': 520.36}, {'from': 'MAO', 'to': 'PVH', 'airline': 'G3', 'distance': 760.94}, {'from': 'PVH', 'to': 'CGB', 'airline': 'G3', 'distance': 1145.07}, {'from': 'CGB', 'to': 'AFL', 'airline': 'AD', 'distance': 643.43}]"
SCL,RIA,Comodoro Arturo Merino Ben�tez International Airport,Santa Maria Airport,SCL → GRU → POA → RIA,4,2,3724.41,1668.84,0.448,"G3, AD","[{'from': 'SCL', 'to': 'GRU', 'airline': 'G3', 'distance': 2614.08}, {'from': 'GRU', 'to': 'POA', 'airline': 'G3', 'distance': 865.58}, {'from': 'POA', 'to': 'RIA', 'airline': 'AD', 'distance': 244.75}]"
RIA,SCL,Santa Maria Airport,Comodoro Arturo Merino Ben�tez International Airport,RIA → POA → GRU → SCL,4,2,3724.41,1668.84,0.448,"G3, AD","[{'from': 'RIA', 'to': 'POA', 'airline': 'AD', 'distance': 244.75}, {'from': 'POA', 'to': 'GRU', 'airline': 'G3', 'distance': 865.58}, {'from': 'GRU', 'to': 'SCL', 'airline': 'G3', 'distance': 2614.08}]"
BYO,MDZ,Bonito Airport,El Plumerillo Airport,BYO → CMG → CGR → GRU → MDZ,5,3,3958.18,1772.78,0.448,"G3, AD","[{'from': 'BYO', 'to': 'CMG', 'airline': 'AD', 'distance': 279.24}, {'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'GRU', 'airline': 'G3', 'distance': 907.48}, {'from': 'GRU', 'to': 'MDZ', 'airline': 'G3', 'distance': 2418.27}]"
BRA,CLV,Barreiras Airport,Nelson Ribeiro Guimar�es Airport,BRA → BSB → CNF → CLV,4,2,1648.53,737.27,0.447,"G3, AD","[{'from': 'BRA', 'to': 'BSB', 'airline': 'AD', 'distance': 525.65}, {'from': 'BSB', 'to': 'CNF', 'airline': 'G3', 'distance': 590.9}, {'from': 'CNF', 'to': 'CLV', 'airline': 'AD', 'distance': 531.98}]"
BRA,RVD,Barreiras Airport,General Leite de Castro Airport,BRA → BSB → VCP → RVD,4,2,2023.12,904.08,0.447,"G3, AD","[{'from': 'BRA', 'to': 'BSB', 'airline': 'AD', 'distance': 525.65}, {'from': 'BSB', 'to': 'VCP', 'airline': 'G3', 'distance': 798.0}, {'from': 'VCP', 'to': 'RVD', 'airline': 'AD', 'distance': 699.47}]"
RVD,BRA,General Leite de Castro Airport,Barreiras Airport,RVD → VCP → BSB → BRA,4,2,2023.12,904.08,0.447,"G3, AD","[{'from': 'RVD', 'to': 'VCP', 'airline': 'AD', 'distance': 699.47}, {'from': 'VCP', 'to': 'BSB', 'airline': 'G3', 'distance': 798.0}, {'from': 'BSB', 'to': 'BRA', 'airline': 'AD', 'distance': 525.65}]"
AEP,PTO,Jorge Newbery Airpark,PATO BRANCO,AEP → GRU → CWB → PTO,4,2,2413.27,1077.27,0.446,"G3, AD","[{'from': 'AEP', 'to': 'GRU', 'airline': 'G3', 'distance': 1694.0}, {'from': 'GRU', 'to': 'CWB', 'airline': 'G3', 'distance': 359.1}, {'from': 'CWB', 'to': 'PTO', 'airline': 'AD', 'distance': 360.17}]"
MCP,AFL,Alberto Alcolumbre Airport,Piloto Osvaldo Marques Dias Airport,MCP → BEL → CGB → AFL,4,2,2767.69,1235.35,0.446,"G3, AD","[{'from': 'MCP', 'to': 'BEL', 'airline': 'G3', 'distance': 329.52}, {'from': 'BEL', 'to': 'CGB', 'airline': 'AD', 'distance': 1794.74}, {'from': 'CGB', 'to': 'AFL', 'airline': 'AD', 'distance': 643.43}]"
BYO,COR,Bonito Airport,Ingeniero Ambrosio Taravella Airport,BYO → CMG → CGR → MGF → POA → COR,6,4,3049.38,1360.28,0.446,"G3, AD","[{'from': 'BYO', 'to': 'CMG', 'airline': 'AD', 'distance': 279.24}, {'from': 'CMG', 'to': 'CGR', 'airline': 'AD', 'distance': 353.19}, {'from': 'CGR', 'to': 'MGF', 'airline': 'G3', 'distance': 432.78}, {'from': 'MGF', 'to': 'POA', 'airline': 'AD', 'distance': 729.22}, {'from': 'POA', 'to': 'COR', 'airline': 'AD', 'distance': 1254.95}]"
